id,mood,timestamp,relative_position,device_type,subject
834,somewhat excited,26/11/2019 12:35,0.5,BD,2
835,very happy,26/11/2019 19:50,1,BD,2
836,somewhat excited,26/11/2019 20:01,1,BD,2
837,very relaxed,26/11/2019 20:15,1,BD,2
838,very happy,26/11/2019 20:45,1,BD,2
839,somewhat happy,26/11/2019 22:08,0.5,BD,2
840,very nervous,26/11/2019 22:23,1,BD,2
841,very happy,26/11/2019 23:22,1,BD,2
842,very bored,27/11/2019 08:06,1,BD,2
843,very excited,27/11/2019 08:40,1,BD,2
844,very sad,27/11/2019 09:11,1,BD,24
845,relaxed,27/11/2019 09:47,0.612037,CL,25
846,very bored,27/11/2019 10:54,1,BD,24
847,somewhat nervous,27/11/2019 12:45,0.5,BD,2
848,very happy,27/11/2019 17:42,1,BD,24
849,very bored,27/11/2019 18:29,1,BD,2
850,calm,27/11/2019 19:31,0.108095,CL,25
851,very relaxed,27/11/2019 22:03,1,BD,24
852,very calm,28/11/2019 08:01,0.5,BD,2
853,relaxed,28/11/2019 10:10,0.849074,CL,25
854,somewhat excited,28/11/2019 10:14,0.5,BD,2
855,very bored,28/11/2019 14:57,1,BD,2
856,very calm,28/11/2019 15:02,0.5,BD,2
857,very happy,28/11/2019 18:04,1,BD,2
858,happy,28/11/2019 18:07,0.975862,CL,25
859,relaxed,29/11/2019 08:06,0.046759,CL,25
860,very relaxed,29/11/2019 08:35,1,BD,2
861,excited,29/11/2019 18:06,0.936071,CL,25
862,relaxed,30/11/2019 08:35,0.952315,CL,25
863,bored,30/11/2019 19:33,0.512632,CL,25
864,relaxed,01/12/2019 10:11,0.834259,CL,25
865,somewhat calm,01/12/2019 22:40,0.5,BD,24
866,very relaxed,02/12/2019 11:11,1,BD,24
868,calm,02/12/2019 15:15,0.419524,CL,24
872,nervous,02/12/2019 16:32,0.483784,CL,24
873,calm,02/12/2019 18:35,0.334286,CL,25
874,relaxed,03/12/2019 00:11,0.621026,CL,24
875,sad,03/12/2019 09:35,0.563372,CL,24
876,relaxed,03/12/2019 09:38,0.350463,CL,25
877,bored,03/12/2019 11:48,0.558892,CL,24
878,sad,03/12/2019 21:17,0.556977,CL,24
879,relaxed,04/12/2019 17:06,0.433333,CL,24
880,sad,05/12/2019 12:09,0.531395,CL,24
881,relaxed,05/12/2019 18:08,0.429231,CL,24
882,happy,05/12/2019 19:16,0.606897,CL,25
883,calm,05/12/2019 20:55,0.411905,CL,24
884,relaxed,06/12/2019 10:09,0.50787,CL,25
885,happy,06/12/2019 12:08,0.547701,CL,25
886,relaxed,06/12/2019 16:38,0.431282,CL,24
887,calm,06/12/2019 17:32,0.218095,CL,25
888,relaxed,06/12/2019 21:03,0.301852,CL,25
889,calm,07/12/2019 09:39,0.280952,CL,25
890,relaxed,07/12/2019 15:33,0.425926,CL,25
891,calm,08/12/2019 21:04,0.085714,CL,25
892,relaxed,09/12/2019 09:20,0.440278,CL,25
893,excited,09/12/2019 10:34,0.323954,CL,24
894,relaxed,09/12/2019 12:27,0.417949,CL,24
895,somewhat nervous,10/12/2019 15:43,0.333333,BD,25
897,somewhat happy,10/12/2019 17:36,0.5,BD,25
896,sad,10/12/2019 16:07,0.452326,CL,24
898,relaxed,10/12/2019 21:26,0.529744,CL,24
899,very happy,11/12/2019 10:04,1,BD,25
900,calm,11/12/2019 11:45,0.527619,CL,24
901,relaxed,11/12/2019 12:19,0.644103,CL,24
902,very relaxed,11/12/2019 19:22,1,BD,25
903,sad,12/12/2019 12:08,0.388372,CL,24
904,somewhat relaxed,12/12/2019 13:08,0.5,BD,25
905,relaxed,12/12/2019 15:44,0.411282,CL,24
906,bored,13/12/2019 12:06,0.549269,CL,24
907,calm,13/12/2019 22:40,0.736667,CL,24
908,somewhat happy,14/12/2019 11:17,0.5,BD,25
909,relaxed,14/12/2019 22:18,0.659487,CL,24
910,very happy,15/12/2019 11:49,1,BD,25
911,calm,15/12/2019 12:18,0.474762,CL,24
912,very calm,15/12/2019 18:50,0.5,BD,25
913,bored,15/12/2019 19:49,0.69746,CL,24
914,very relaxed,16/12/2019 09:25,1,BD,25
915,relaxed,16/12/2019 16:26,0.469231,CL,24
916,very happy,16/12/2019 22:52,1,BD,25
928,very happy,17/12/2019 10:13,1,BD,25
929,nervous,17/12/2019 11:35,0.542085,CL,24
930,somewhat happy,17/12/2019 19:55,1,BD,25
931,sad,18/12/2019 09:50,0.611628,CL,24
932,bored,18/12/2019 12:08,0.518091,CL,24
933,relaxed,18/12/2019 14:15,0.612821,CL,24
934,very happy,18/12/2019 21:36,1,BD,25
935,calm,19/12/2019 12:06,0.586667,CL,24
936,somewhat happy,20/12/2019 01:19,0.5,BD,25
937,very happy,20/12/2019 08:25,1,BD,25
938,annoyed,20/12/2019 09:28,0.477551,CL,24
939,somewhat happy,20/12/2019 11:31,0.5,BD,25
940,very happy,20/12/2019 23:10,1,BD,25
941,somewhat happy,21/12/2019 11:41,0.333333,BD,2
942,calm,21/12/2019 12:08,0.300952,CL,24
943,very happy,21/12/2019 15:30,0.5,BD,2
944,very nervous,21/12/2019 15:40,1,BD,2
945,somewhat relaxed,21/12/2019 18:07,0.5,BD,2
946,very annoyed,21/12/2019 22:27,1,BD,2
947,very sad,22/12/2019 00:30,0.5,BD,2
1183,very relaxed,07/01/2020 08:42,1,BD,4
1185,somewhat happy,07/01/2020 09:53,0.5,BD,25
1187,very calm,07/01/2020 12:08,0.5,BD,4
1188,annoyed,07/01/2020 12:13,0.407111,CL,28
1190,very nervous,07/01/2020 12:29,0.5,BD,2
1194,happy,07/01/2020 14:06,0.615517,CL,28
1196,somewhat happy,07/01/2020 14:42,0.5,BD,25
955,very happy,22/12/2019 08:16,1,BD,25
956,very bored,22/12/2019 13:44,0.5,BD,2
957,bored,22/12/2019 15:08,0.642417,CL,24
958,somewhat excited,22/12/2019 15:37,0.5,BD,25
959,somewhat bored,22/12/2019 15:52,0.5,BD,2
960,very bored,22/12/2019 17:20,1,BD,2
961,very happy,22/12/2019 18:48,1,BD,25
962,somewhat excited,23/12/2019 11:30,0.5,BD,25
963,very happy,23/12/2019 17:47,0.5,BD,25
964,very nervous,23/12/2019 19:49,0.5,BD,2
965,very annoyed,23/12/2019 21:22,0.5,BD,2
966,sad,23/12/2019 22:57,0.568023,CL,24
1197,somewhat relaxed,07/01/2020 16:40,0.333333,BD,25
1200,very happy,07/01/2020 17:38,0.5,BD,2
1203,somewhat relaxed,07/01/2020 19:16,0.333333,BD,25
1205,excited,07/01/2020 19:35,0.576429,CL,28
1215,relaxed,07/01/2020 21:58,0.480093,CL,28
1218,very excited,07/01/2020 22:13,1,BD,2
1226,somewhat happy,08/01/2020 00:35,0.5,BD,25
1230,somewhat relaxed,08/01/2020 07:51,0.333333,BD,25
1234,somewhat happy,08/01/2020 08:30,0.5,BD,25
1237,somewhat relaxed,08/01/2020 09:10,1,BD,4
1240,very happy,08/01/2020 13:43,0.5,BD,25
1244,very happy,09/01/2020 11:19,0.5,BD,2
1250,relaxed,10/01/2020 04:37,0,CL,28
1253,very excited,10/01/2020 06:17,1,BD,2
1255,very happy,10/01/2020 12:10,0.5,BD,2
1257,very happy,10/01/2020 15:02,0.5,BD,2
1260,very excited,10/01/2020 15:22,1,BD,2
1265,excited,11/01/2020 15:08,0.610714,CL,28
1268,very excited,11/01/2020 16:52,1,BD,2
1280,happy,13/01/2020 13:07,0.725287,CL,28
1285,relaxed,13/01/2020 13:31,0.582018,CL,26
992,very happy,24/12/2019 11:45,0.5,BD,25
993,relaxed,24/12/2019 12:28,0.473333,CL,24
994,somewhat nervous,24/12/2019 17:23,0.5,BD,2
995,somewhat sad,24/12/2019 17:48,0.5,BD,2
996,very annoyed,24/12/2019 18:27,0.5,BD,2
997,somewhat sad,24/12/2019 18:32,1,BD,2
998,very annoyed,24/12/2019 18:57,0.5,BD,2
999,very calm,24/12/2019 22:28,1,BD,2
1000,somewhat bored,24/12/2019 22:42,0.5,BD,2
1290,very nervous,13/01/2020 19:19,0.5,BD,2
1293,very excited,13/01/2020 19:40,1,BD,2
1296,very nervous,13/01/2020 20:05,0.5,BD,2
1302,very excited,14/01/2020 16:11,1,BD,2
1304,happy,14/01/2020 17:05,0.4255,CL,15
1308,very calm,15/01/2020 12:31,0.5,BD,21
1317,very excited,16/01/2020 08:04,1,BD,2
1013,excited,25/12/2019 10:18,0.461977,CL,24
1014,somewhat happy,25/12/2019 11:29,0.5,BD,25
1015,very bored,25/12/2019 12:36,0.5,BD,2
1016,somewhat calm,25/12/2019 12:56,0.5,BD,2
1017,very calm,25/12/2019 13:11,0.5,BD,2
1018,somewhat calm,25/12/2019 13:20,0.5,BD,2
1019,very calm,25/12/2019 13:40,1,BD,2
1020,very relaxed,25/12/2019 13:50,1,BD,2
1021,somewhat relaxed,25/12/2019 15:48,0.333333,BD,2
1022,somewhat happy,25/12/2019 15:58,0.333333,BD,2
1023,very happy,25/12/2019 17:41,0.5,BD,2
1024,happy,25/12/2019 18:05,0.587,CL,24
1025,very nervous,25/12/2019 21:22,0.5,BD,2
1026,somewhat nervous,25/12/2019 21:27,0.25,BD,2
1027,very nervous,26/12/2019 00:05,0.5,BD,2
1028,somewhat nervous,26/12/2019 11:04,0.5,BD,2
1029,very happy,26/12/2019 11:42,1,BD,25
1030,very happy,26/12/2019 16:04,1,BD,2
1031,calm,26/12/2019 18:03,0.00619,CL,24
1032,somewhat happy,26/12/2019 23:56,0.5,BD,25
1184,relaxed,07/01/2020 09:01,0.593982,CL,28
1186,happy,07/01/2020 09:55,0.492529,CL,28
1189,very calm,07/01/2020 12:24,1,BD,2
1191,relaxed,07/01/2020 12:33,0.433796,CL,28
1195,somewhat relaxed,07/01/2020 14:08,0.333333,BD,25
1198,somewhat happy,07/01/2020 16:44,0.5,BD,25
1201,very happy,07/01/2020 17:42,0.5,BD,4
1213,very happy,07/01/2020 21:43,0.5,BD,2
1227,somewhat relaxed,08/01/2020 00:40,0.333333,BD,25
1231,relaxed,08/01/2020 08:16,0.548611,CL,28
1235,very happy,08/01/2020 08:35,1,BD,25
1245,very excited,09/01/2020 11:24,1,BD,2
1062,nervous,27/12/2019 08:47,0.481081,CL,24
1063,relaxed,27/12/2019 09:36,0.442564,CL,24
1064,happy,27/12/2019 10:25,0.9805,CL,24
1065,relaxed,27/12/2019 10:54,0.136923,CL,24
1066,happy,27/12/2019 15:10,0.4375,CL,24
1067,very excited,29/12/2019 18:24,1,BD,25
1078,very happy,30/12/2019 10:28,1,BD,25
1251,very excited,10/01/2020 04:53,1,BD,2
1258,very excited,10/01/2020 15:07,1,BD,2
1266,calm,11/01/2020 15:13,0.469048,CL,15
1281,calm,13/01/2020 13:08,0.223333,CL,26
1294,very nervous,13/01/2020 19:54,0.5,BD,2
1305,very relaxed,14/01/2020 17:06,1,BD,2
1318,very happy,16/01/2020 08:19,0.5,BD,2
1322,very excited,16/01/2020 08:49,1,BD,2
1324,very excited,16/01/2020 09:00,1,BD,2
1326,very happy,16/01/2020 10:18,0.5,BD,2
1327,very excited,16/01/2020 11:37,1,BD,2
1328,very happy,16/01/2020 15:32,0.5,BD,2
1329,very excited,16/01/2020 16:21,1,BD,2
1330,very happy,16/01/2020 16:31,0.5,BD,2
1332,very happy,16/01/2020 17:01,0.5,BD,2
1334,very excited,16/01/2020 18:44,1,BD,2
1335,very happy,16/01/2020 19:48,0.5,BD,2
1337,very happy,16/01/2020 20:18,0.5,BD,2
1338,very excited,16/01/2020 20:28,1,BD,2
1340,somewhat relaxed,16/01/2020 21:13,0.5,BD,2
1341,happy,17/01/2020 17:25,0.476437,CL,28
1342,sad,17/01/2020 18:20,0.589143,CL,26
1343,relaxed,17/01/2020 23:38,0.443056,CL,28
1344,calm,18/01/2020 08:53,0.357619,CL,28
1345,relaxed,18/01/2020 09:57,0.994444,CL,28
1104,very happy,31/12/2019 10:13,1,BD,25
1105,very excited,31/12/2019 11:31,1,BD,25
1346,happy,18/01/2020 11:25,0.581035,CL,28
1107,very excited,31/12/2019 13:44,1,BD,25
1348,very calm,18/01/2020 13:15,1,BD,2
1109,somewhat happy,01/01/2020 06:56,0.5,BD,25
1110,very happy,01/01/2020 07:25,1,BD,25
1111,somewhat happy,01/01/2020 07:35,0.5,BD,25
1112,very happy,01/01/2020 08:04,1,BD,25
1113,very excited,01/01/2020 13:18,1,BD,25
1350,relaxed,18/01/2020 17:14,0.396296,CL,28
1351,annoyed,19/01/2020 12:03,0.4795,CL,26
1352,happy,19/01/2020 15:43,0.68046,CL,28
1353,relaxed,19/01/2020 16:34,0.855897,CL,15
1355,relaxed,19/01/2020 21:12,0.407407,CL,28
1356,calm,20/01/2020 08:54,0.235714,CL,28
1357,relaxed,20/01/2020 12:06,0.43287,CL,28
1359,happy,20/01/2020 13:42,0.6145,CL,15
1360,happy,20/01/2020 17:15,0.704598,CL,28
1361,calm,21/01/2020 08:38,0.274286,CL,28
1362,relaxed,21/01/2020 10:26,0.581019,CL,28
1363,relaxed,21/01/2020 15:17,0.599123,CL,26
1364,very sad,22/01/2020 11:03,0.333333,BD,21
1365,happy,22/01/2020 14:36,0.522396,CL,26
1367,happy,22/01/2020 18:05,0.628736,CL,28
1368,relaxed,22/01/2020 22:16,0.453704,CL,28
1369,calm,23/01/2020 09:43,0.365714,CL,28
1370,sad,23/01/2020 11:19,0.588,CL,26
1371,relaxed,23/01/2020 12:06,0.812037,CL,28
1372,happy,23/01/2020 17:30,0.998276,CL,28
1373,bored,23/01/2020 18:05,0.457447,CL,26
1374,relaxed,23/01/2020 18:10,0.484259,CL,28
1375,calm,24/01/2020 09:08,0.369524,CL,28
1376,relaxed,24/01/2020 11:55,0.50463,CL,28
1377,happy,24/01/2020 16:44,0.445402,CL,28
1378,calm,24/01/2020 17:50,0.532222,CL,26
1379,calm,25/01/2020 09:31,0.405238,CL,28
1380,sad,25/01/2020 12:06,0.578286,CL,26
1381,happy,25/01/2020 15:05,0.628161,CL,28
1382,relaxed,26/01/2020 09:29,0.52963,CL,28
1383,excited,26/01/2020 15:08,0.7325,CL,28
1145,very excited,02/01/2020 10:12,1,BD,25
1384,happy,26/01/2020 16:02,0.579885,CL,28
1385,calm,27/01/2020 01:07,0.368571,CL,28
1386,relaxed,27/01/2020 10:41,0.515278,CL,28
1387,happy,27/01/2020 12:34,0.587931,CL,28
1388,very annoyed,27/01/2020 13:27,1,BD,2
1389,relaxed,27/01/2020 13:33,0.419907,CL,18
1392,somewhat relaxed,27/01/2020 14:41,0.5,BD,28
1393,very happy,27/01/2020 14:52,1,BD,28
1396,very happy,27/01/2020 18:08,1,BD,28
1398,very excited,27/01/2020 19:52,1,BD,28
1399,very happy,27/01/2020 21:01,0.5,BD,28
1401,very happy,28/01/2020 10:45,1,BD,28
1402,relaxed,28/01/2020 12:07,0.575,CL,26
1403,very annoyed,28/01/2020 12:52,1,BD,28
1146,very happy,02/01/2020 12:09,1,BD,25
1147,very happy,02/01/2020 17:18,1,BD,25
1192,very sad,07/01/2020 12:49,0.5,BD,2
1199,relaxed,07/01/2020 17:08,0.435185,CL,28
1202,very excited,07/01/2020 18:12,1,BD,2
1151,very excited,03/01/2020 12:08,1,BD,25
1152,very happy,04/01/2020 22:03,1,BD,25
1155,very excited,05/01/2020 13:27,1,BD,25
1214,somewhat happy,07/01/2020 21:48,0.5,BD,25
1224,calm,08/01/2020 00:15,0.394286,CL,28
1225,very relaxed,08/01/2020 00:35,1,BD,2
1228,very relaxed,08/01/2020 00:44,0.5,BD,4
1163,relaxed,05/01/2020 17:34,0.554167,CL,28
1164,happy,05/01/2020 18:52,0.928161,CL,28
1165,relaxed,05/01/2020 21:15,0.006019,CL,28
1166,calm,06/01/2020 10:01,0.30381,CL,28
1167,very happy,06/01/2020 10:15,1,BD,25
1168,relaxed,06/01/2020 10:30,0.006481,CL,28
1169,happy,06/01/2020 13:03,0.675287,CL,28
1170,relaxed,06/01/2020 15:45,0.368056,CL,28
1171,happy,06/01/2020 18:02,0.579885,CL,28
1172,very nervous,06/01/2020 21:13,0.5,BD,2
1173,very nervous,06/01/2020 21:17,0.5,BD,24
1174,very excited,06/01/2020 21:18,1,BD,4
1175,very calm,06/01/2020 21:19,1,BD,4
1176,relaxed,06/01/2020 21:29,0.429744,CL,15
1177,very happy,06/01/2020 21:33,0.5,BD,2
1178,excited,06/01/2020 21:34,0.44981,CL,15
1179,very excited,06/01/2020 21:35,1,BD,4
1180,very excited,06/01/2020 21:48,1,BD,2
1229,somewhat happy,08/01/2020 07:26,0.5,BD,25
1232,somewhat happy,08/01/2020 08:20,0.5,BD,25
1233,somewhat relaxed,08/01/2020 08:25,0.333333,BD,25
1236,somewhat relaxed,08/01/2020 09:05,0.333333,BD,2
1238,somewhat bored,08/01/2020 11:47,0.333333,BD,2
1239,very excited,08/01/2020 13:39,1,BD,25
1241,calm,08/01/2020 23:24,0.498095,CL,28
1242,very happy,09/01/2020 09:16,0.5,BD,2
1243,very excited,09/01/2020 11:14,1,BD,2
1246,happy,09/01/2020 18:38,0.56954,CL,28
1247,very happy,09/01/2020 21:07,0.5,BD,2
1248,very excited,09/01/2020 21:47,1,BD,2
1249,very happy,10/01/2020 04:29,0.5,BD,2
1252,very happy,10/01/2020 06:02,0.5,BD,2
1254,relaxed,10/01/2020 11:43,0.410256,CL,15
1256,very excited,10/01/2020 14:57,1,BD,2
1259,very happy,10/01/2020 15:17,0.5,BD,2
1261,happy,10/01/2020 17:57,0.742529,CL,28
1262,calm,11/01/2020 09:34,0.330952,CL,28
1263,very happy,11/01/2020 13:50,0.5,BD,2
1264,very excited,11/01/2020 14:59,1,BD,2
1267,very happy,11/01/2020 16:47,0.5,BD,2
1269,very happy,11/01/2020 17:56,0.5,BD,2
1270,very excited,11/01/2020 18:41,1,BD,2
1271,calm,12/01/2020 10:17,0.399524,CL,28
1272,very happy,12/01/2020 13:09,0.5,BD,2
1273,very excited,12/01/2020 16:49,1,BD,2
1274,relaxed,12/01/2020 20:11,0.087037,CL,28
1275,very happy,13/01/2020 05:59,0.5,BD,2
1276,very excited,13/01/2020 06:58,1,BD,2
1277,very happy,13/01/2020 07:27,0.5,BD,2
1278,very excited,13/01/2020 09:50,1,BD,2
1279,excited,13/01/2020 13:07,0.430038,CL,15
1282,relaxed,13/01/2020 13:14,0.071053,CL,26
1283,calm,13/01/2020 13:22,0.122778,CL,26
1284,happy,13/01/2020 13:27,0.655208,CL,26
1286,calm,13/01/2020 13:36,0.198889,CL,26
1287,relaxed,13/01/2020 13:47,0.525,CL,26
1288,very nervous,13/01/2020 15:09,0.5,BD,2
1289,very excited,13/01/2020 18:40,1,BD,2
1291,very excited,13/01/2020 19:25,1,BD,2
1292,very nervous,13/01/2020 19:35,0.5,BD,2
1295,very excited,13/01/2020 20:00,1,BD,2
1297,sad,14/01/2020 12:17,0.497143,CL,26
1298,relaxed,14/01/2020 12:26,0.365741,CL,28
1299,happy,14/01/2020 14:09,0.685632,CL,28
1300,very excited,14/01/2020 15:17,1,BD,2
1301,very nervous,14/01/2020 15:46,0.5,BD,2
1303,very nervous,14/01/2020 16:51,0.5,BD,2
1306,relaxed,14/01/2020 18:00,0.3375,CL,28
1307,very happy,15/01/2020 12:26,0.5,BD,21
1309,bored,15/01/2020 13:06,0.473192,CL,26
1310,very nervous,15/01/2020 16:56,0.25,BD,21
1311,very happy,15/01/2020 17:07,0.5,BD,2
1312,very excited,15/01/2020 17:51,1,BD,2
1313,excited,15/01/2020 20:40,0.674643,CL,28
1314,very happy,16/01/2020 02:50,0.5,BD,2
1315,very excited,16/01/2020 05:13,1,BD,2
1316,very happy,16/01/2020 07:40,0.5,BD,2
1319,very excited,16/01/2020 08:25,1,BD,2
1320,very relaxed,16/01/2020 08:38,1,BD,25
1321,very happy,16/01/2020 08:44,0.5,BD,2
1323,very happy,16/01/2020 08:55,0.5,BD,2
1325,relaxed,16/01/2020 09:01,0.522222,CL,28
1331,very excited,16/01/2020 16:46,1,BD,2
1333,very excited,16/01/2020 17:06,1,BD,2
1336,very excited,16/01/2020 20:13,1,BD,2
1339,very happy,16/01/2020 20:48,0.5,BD,2
1347,bored,18/01/2020 11:42,0.508511,CL,26
1349,calm,18/01/2020 13:18,0.432857,CL,15
1354,calm,19/01/2020 16:39,0.601429,CL,15
1358,calm,20/01/2020 12:22,0.615,CL,26
1366,relaxed,22/01/2020 15:15,0.419298,CL,26
1404,somewhat sad,28/01/2020 14:06,1,BD,28
1405,somewhat bored,28/01/2020 14:45,0.5,BD,28
1408,somewhat happy,28/01/2020 21:47,1,BD,28
1409,somewhat bored,28/01/2020 22:17,0.5,BD,28
1410,somewhat excited,29/01/2020 08:16,0.5,BD,28
1411,very excited,29/01/2020 09:44,1,BD,28
1412,somewhat nervous,29/01/2020 12:06,1,BD,28
1413,somewhat excited,29/01/2020 14:48,0.5,BD,28
1414,somewhat relaxed,29/01/2020 16:07,0.5,BD,28
1415,somewhat calm,29/01/2020 18:09,0.5,BD,28
1416,very relaxed,29/01/2020 18:49,1,BD,28
1417,very excited,29/01/2020 19:38,1,BD,28
1418,somewhat calm,29/01/2020 22:54,0.333333,BD,28
1420,somewhat happy,30/01/2020 08:32,1,BD,28
1421,somewhat excited,30/01/2020 09:31,0.5,BD,28
1422,very happy,31/01/2020 16:04,1,BD,28
1423,very relaxed,31/01/2020 19:40,1,BD,28
1424,bored,01/02/2020 12:04,0.426383,CL,26
1425,very happy,01/02/2020 14:03,0.5,BD,28
1426,relaxed,02/02/2020 11:46,0.439912,CL,26
1427,very happy,02/02/2020 13:05,1,BD,28
1428,very happy,02/02/2020 16:12,1,BD,28
1430,very happy,02/02/2020 18:10,1,BD,28
1431,very happy,02/02/2020 20:22,1,BD,28
1432,very relaxed,02/02/2020 20:27,1,BD,28
1433,calm,03/02/2020 12:04,0.501111,CL,26
1434,very happy,03/02/2020 12:58,1,BD,28
1435,somewhat happy,03/02/2020 15:00,0.5,BD,28
1436,somewhat relaxed,03/02/2020 15:40,0.333333,BD,28
1437,somewhat happy,03/02/2020 17:23,0.5,BD,28
1438,somewhat bored,04/02/2020 08:49,0.333333,BD,28
1439,somewhat happy,04/02/2020 13:38,1,BD,28
1440,very happy,04/02/2020 14:03,1,BD,28
1450,bored,06/02/2020 14:35,0.314468,CL,21
1451,sad,06/02/2020 15:29,0.562286,CL,21
1452,annoyed,06/02/2020 15:35,0.289,CL,21
1453,very happy,06/02/2020 18:04,1,BD,28
1454,relaxed,06/02/2020 19:54,0.370614,CL,21
1455,somewhat relaxed,06/02/2020 22:04,0.5,BD,28
1456,very happy,07/02/2020 07:47,0.5,BD,28
1463,very excited,07/02/2020 10:30,1,BD,28
1464,happy,07/02/2020 12:01,0.026563,CL,21
1465,very happy,07/02/2020 12:08,1,BD,28
1466,very happy,07/02/2020 13:31,1,BD,28
1467,relaxed,07/02/2020 18:00,0.860526,CL,21
1468,very relaxed,07/02/2020 19:15,1,BD,28
1469,somewhat happy,08/02/2020 09:13,1,BD,28
1470,somewhat relaxed,08/02/2020 10:46,0.5,BD,28
1471,very happy,08/02/2020 11:35,1,BD,28
1473,very happy,08/02/2020 20:15,1,BD,28
1478,very happy,09/02/2020 11:38,0.5,BD,28
1479,very excited,09/02/2020 12:27,1,BD,28
1480,very happy,09/02/2020 12:47,0.5,BD,28
1487,very excited,09/02/2020 18:26,1,BD,28
1488,very happy,09/02/2020 19:54,0.5,BD,28
1495,very relaxed,10/02/2020 08:55,1,BD,28
1496,somewhat relaxed,10/02/2020 12:07,0.5,BD,28
1497,very happy,10/02/2020 15:37,1,BD,28
1498,somewhat relaxed,11/02/2020 20:42,0.5,BD,28
1499,somewhat excited,12/02/2020 07:39,0.5,BD,28
1500,somewhat happy,12/02/2020 13:27,1,BD,28
1501,somewhat annoyed,12/02/2020 15:51,1,BD,29
1502,somewhat happy,12/02/2020 15:57,0.5,BD,29
1503,very happy,12/02/2020 16:34,1,BD,28
1504,very happy,12/02/2020 18:31,1,BD,28
1505,somewhat relaxed,12/02/2020 19:31,0.333333,BD,28
1506,somewhat sad,13/02/2020 07:02,1,BD,29
1507,very relaxed,13/02/2020 08:40,1,BD,29
1508,somewhat happy,13/02/2020 09:09,0.5,BD,29
1509,somewhat sad,13/02/2020 09:25,1,BD,29
1510,somewhat excited,13/02/2020 10:29,0.5,BD,29
1511,very happy,13/02/2020 14:33,1,BD,28
1514,very happy,13/02/2020 18:44,1,BD,28
1515,very excited,14/02/2020 09:21,1,BD,28
1516,happy,14/02/2020 12:53,0.025521,CL,21
1517,very relaxed,14/02/2020 13:56,1,BD,28
1520,somewhat nervous,14/02/2020 15:44,1,BD,28
1521,somewhat bored,14/02/2020 16:14,0.333333,BD,28
1522,very annoyed,14/02/2020 18:01,1,BD,29
1523,somewhat happy,14/02/2020 18:36,0.5,BD,28
1524,very relaxed,14/02/2020 21:09,1,BD,28
1525,somewhat excited,15/02/2020 08:35,0.5,BD,28
1527,somewhat nervous,15/02/2020 12:22,0.5,BD,29
1528,somewhat calm,15/02/2020 17:06,0.333333,BD,28
1529,very relaxed,15/02/2020 18:05,1,BD,28
1530,very happy,15/02/2020 19:08,1,BD,29
1531,relaxed,15/02/2020 21:31,0.797807,CL,21
1532,somewhat excited,16/02/2020 09:32,0.5,BD,28
1533,calm,16/02/2020 12:00,0.036111,CL,21
1534,very happy,16/02/2020 15:00,1,BD,28
1537,very happy,16/02/2020 17:18,1,BD,28
1538,relaxed,16/02/2020 17:48,0.410088,CL,21
1539,very happy,16/02/2020 18:27,1,BD,28
1548,somewhat excited,17/02/2020 08:32,0.5,BD,28
1549,somewhat sad,17/02/2020 11:19,0.5,BD,28
1550,very happy,17/02/2020 11:24,1,BD,28
1551,somewhat sad,17/02/2020 11:29,0.333333,BD,28
1552,somewhat happy,17/02/2020 11:34,0.5,BD,28
1553,very happy,17/02/2020 11:39,1,BD,28
1554,very excited,17/02/2020 11:45,1,BD,28
1555,very relaxed,17/02/2020 11:50,1,BD,28
1556,annoyed,17/02/2020 18:43,0.587556,CL,31
1557,bored,18/02/2020 13:47,0.478403,CL,18
1558,calm,18/02/2020 14:02,0.436191,CL,18
1559,nervous,18/02/2020 15:15,0.515,CL,31
1560,happy,18/02/2020 16:24,0.614943,CL,31
1561,bored,18/02/2020 16:39,0.74917,CL,2
1562,happy,18/02/2020 16:45,0.550938,CL,2
1563,relaxed,18/02/2020 18:22,0.401852,CL,31
1564,calm,19/02/2020 06:24,0.428095,CL,31
1565,calm,19/02/2020 14:06,0.241852,CL,2
1566,relaxed,19/02/2020 16:37,0.523611,CL,31
1567,calm,19/02/2020 17:01,0.101667,CL,21
1568,calm,20/02/2020 06:47,0.507619,CL,31
1569,relaxed,20/02/2020 12:02,0.440789,CL,21
1570,excited,20/02/2020 13:17,0.797143,CL,31
1571,calm,20/02/2020 13:18,0.44619,CL,31
1572,happy,20/02/2020 16:35,0.383908,CL,31
1573,happy,20/02/2020 17:25,0.922396,CL,21
1574,relaxed,20/02/2020 18:05,0.503509,CL,21
1575,relaxed,21/02/2020 06:25,0.399537,CL,31
1576,excited,21/02/2020 11:52,0.014286,CL,31
1577,calm,21/02/2020 11:57,0.543333,CL,31
1578,calm,21/02/2020 13:22,0.198889,CL,21
1579,annoyed,21/02/2020 13:33,0.618793,CL,2
1580,happy,21/02/2020 16:07,0.274138,CL,31
1581,relaxed,21/02/2020 18:03,0.223684,CL,21
1582,relaxed,22/02/2020 02:01,0.046759,CL,31
1583,excited,22/02/2020 12:02,0.646643,CL,21
1584,happy,22/02/2020 17:59,0.657292,CL,21
1585,happy,23/02/2020 14:40,0.324713,CL,31
1586,relaxed,23/02/2020 15:02,0.984649,CL,21
1587,calm,23/02/2020 20:29,0.467143,CL,31
1588,calm,24/02/2020 12:56,0.212222,CL,21
